CATEGORIE,DATE,QUART,PDQ,X,Y,LONGITUDE,LATITUDE,Year
Introduction,2024-04-24,jour,38.0,297747.895,5041766.189,-73.590263,45.515779,2024
Méfait,2024-11-01,jour,38.0,297747.895,5041766.189,-73.590263,45.515779,2024
Vol dans / sur véhicule à moteur,2024-09-01,jour,38.0,297747.895,5041766.189,-73.590263,45.515779,2024
Vol de véhicule à moteur,2024-08-18,soir,26.0,295619.650000229,5041085.62800146,-73.617491,45.509631,2024
Méfait,2024-09-17,soir,26.0,295216.872,5040460.206,-73.622633,45.503997,2024
Méfait,2024-11-21,nuit,26.0,295216.872,5040460.206,-73.622633,45.503997,2024
Vol dans / sur véhicule à moteur,2024-11-20,soir,26.0,295216.872,5040460.206,-73.622633,45.503997,2024
Vol de véhicule à moteur,2024-11-16,nuit,26.0,295216.872,5040460.206,-73.622633,45.503997,2024
Méfait,2024-04-09,soir,26.0,295216.872,5040460.206,-73.622633,45.503997,2024
Méfait,2024-09-05,nuit,26.0,295216.872,5040460.206,-73.622633,45.503997,2024
Vol dans / sur véhicule à moteur,2024-02-08,jour,26.0,292773.397996412,5039407.64400434,-73.653876,45.494488,2024
Méfait,2024-07-18,jour,26.0,292773.397996412,5039407.64400434,-73.653876,45.494488,2024
Vol dans / sur véhicule à moteur,2024-09-10,soir,26.0,292773.397996412,5039407.64400434,-73.653876,45.494488,2024
Vol de véhicule à moteur,2024-07-25,nuit,26.0,292124.999,5040073.31,-73.662189,45.500467,2024
Méfait,2024-07-25,nuit,26.0,292124.999,5040073.31,-73.662189,45.500467,2024
Introduction,2024-09-18,jour,7.0,291258.673,5040951.836,-73.673299,45.508356,2024
Méfait,2024-06-16,jour,7.0,291258.673,5040951.836,-73.673299,45.508356,2024
Méfait,2024-07-03,jour,26.0,292985.691997583,5039345.25900069,-73.651158,45.49393,2024
Méfait,2024-07-03,jour,26.0,292985.691997583,5039345.25900069,-73.651158,45.49393,2024
Vols qualifiés,2024-01-21,soir,26.0,294380.317989361,5038431.226006489,-73.633295,45.485728,2024
Vol de véhicule à moteur,2024-06-28,jour,26.0,294304.889,5038478.063,-73.634261,45.486148,2024
Méfait,2024-12-26,soir,26.0,294304.889,5038478.063,-73.634261,45.486148,2024
Introduction,2025-01-11,jour,26.0,294304.889,5038478.063,-73.634261,45.486148,2025
Vol de véhicule à moteur,2024-06-22,jour,26.0,295191.003,5037861.239,-73.622913,45.48061,2024
Introduction,2024-03-07,soir,26.0,295191.003,5037861.239,-73.622913,45.48061,2024
Introduction,2025-01-14,soir,26.0,295191.003,5037861.239,-73.622913,45.48061,2025
Introduction,2024-12-11,soir,26.0,295191.003,5037861.239,-73.622913,45.48061,2024
Vol de véhicule à moteur,2024-09-10,nuit,26.0,295191.003,5037861.239,-73.622913,45.48061,2024
Méfait,2024-03-21,jour,26.0,294872.636,5038065.828,-73.62699,45.482447,2024
Méfait,2024-04-12,soir,26.0,294872.636,5038065.828,-73.62699,45.482447,2024
Méfait,2024-01-29,soir,26.0,294442.494002946,5038341.36799489,-73.632498,45.48492,2024
Méfait,2024-04-22,nuit,26.0,294442.494002946,5038341.36799489,-73.632498,45.48492,2024
Méfait,2024-07-02,nuit,26.0,294442.494002946,5038341.36799489,-73.632498,45.48492,2024
Méfait,2024-08-19,jour,26.0,294442.494002946,5038341.36799489,-73.632498,45.48492,2024
Méfait,2024-04-15,soir,26.0,294442.494002946,5038341.36799489,-73.632498,45.48492,2024
Méfait,2024-05-31,nuit,26.0,294151.067010422,5038514.03499163,-73.63623,45.486469,2024
Méfait,2024-09-13,soir,26.0,293994.560005151,5038625.38000373,-73.638234,45.487469,2024
Méfait,2024-01-26,jour,26.0,293912.474998434,5038678.21300048,-73.639286,45.487943,2024
Méfait,2024-01-27,nuit,26.0,293912.474998434,5038678.21300048,-73.639286,45.487943,2024
